"Identifiant technique de la structure","Raison sociale site","Enseigne commerciale site","Complément destinataire (coord. structure)","Complément point géographique (coord. structure)","Numéro Voie (coord. structure)","Indice répétition voie (coord. structure)","Code type de voie (coord. structure)","Libellé type de voie (coord. structure)","Libellé Voie (coord. structure)","Mention distribution (coord. structure)","Bureau cedex (coord. structure)","Code postal (coord. structure)","Code commune (coord. structure)","Libellé commune (coord. structure)","Code pays (coord. structure)","Libellé pays (coord. structure)","Téléphone (coord. structure)","Téléphone 2 (coord. structure)","Télécopie (coord. structure)","Adresse e-mail (coord. structure)","Code Département (structure)","Libellé Département (structure)","Ancien identifiant de la structure","Autorité d'enregistrement","Code secteur d'activité","Libellé secteur d'activité","Code section tableau pharmaciens","Libellé section tableau pharmaciens","Code rôle","Libellé rôle","Code genre activité","Libellé genre activité",
F090781543,"EHPAD DU CHIVA SITE RES. DU TOUYRE",,,,,,,,"PRAIRIE DE MADAME","ESPACE LIBERTE","09300 LAVELANET",09300,09160,Lavelanet,,,0561014651,,0561014165,,,,1090781543,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781550,"IME DE LEZAT",,,,,,RTE,Route,"DE CASTAGNAC",,"09210 LEZAT SUR LEZE",09210,09167,Lézat-sur-Lèze,,,0561691370,,0561692395,,,,1090781550,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781576,"ESAT INDUSTRIEL DE PAMIERS",,,"LES ATELIERS DE LA PRAIRIE",1,,CHE,Chemin,"DE LA PRAIRIE",,"09100 PAMIERS",09100,09225,Pamiers,,,0561609850,,0561602355,,,,1090781576,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781634,"EHPAD SAINT JOSEPH",,,,,,IMP,Impasse,"DE L'HOSPICE",,"09140 OUST",09140,09223,Oust,,,0561040090,,0561040099,,,,1090781634,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781642,"EHPAD """"LE CHATEAU""""",,,,4,,AV,Avenue,"DES MONTS D OLMES",,"09340 VERNIOLLE",09340,09332,Verniolle,,,0561680226,,0561680095,,,,1090781642,//ARS,SA17,"Etab. Personnes Agées",,,359,"Directeur d'établissement",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F090781832,"CAMSP DE FOIX",,,,1,,R,Rue,"SALVADOR ALLENDE",,"09000 FOIX",09000,09122,Foix,,,0561653455,,,,,,1090781832,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781840,"SSIAD DE LA BASTIDE SUR L'HERS",,,"LA LAUSADA",8,,AV,Avenue,"DU 8 MAI",,"09600 LA BASTIDE SUR L HERS",09600,09043,"La Bastide-sur-L'Hers",,,0561014396,,0561031379,,,,1090781840,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781964,"EHPAD DU CHIVA SITE BARIOL",,,,1,,CHE,Chemin,"DE CAILLOUP",,"09100 PAMIERS",09100,09225,Pamiers,,,0561609077,,0561609065,,,,1090781964,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781980,"CTRE SOINS INF LA BASTIDE SUR L'HERS",,,,,,,,,,"09600 LA BASTIDE SUR L HERS",09600,09043,"La Bastide-sur-L'Hers",,,0561014396,,,,,,1090781980,//ARS,SA05,"Centres de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090781998,"EHPAD DE MASSAT",,,,,,AV,Avenue,"DE L'EUROPE",,"09320 MASSAT",09320,09182,Massat,,,0561040200,,0561040257,,,,1090781998,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782061,"SSIAD DE FOIX",,,,9,,AV,Avenue,"JEAN MONNET",,"09000 FOIX",09000,09122,Foix,,,0534093070,,0534093074,,,,1090782061,//ARS,SA41,"Autre secteur d'activité",,,312,"Autre professionnel",GENR08,"Activité de coordination et d'orientation",
F090782095,"MAS DE GUILHOT",,,"DOMAINE DE GUILHOT",5,,RTE,Route,"DE GUILHOT","BP 1","09100 BENAGUES",09100,09050,Benagues,,,0561679808,,0561679819,,,,1090782095,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782228,"EHPAD LE SAPIN D'OR",,,,,,RTE,Route,"DE LAVELANET",,"09300 BELESTA",09300,09047,Bélesta,,,0561016601,,0561016601,,,,1090782228,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782236,"IME D'EYCHEIL",,,,14,,AV,Avenue,"DES PYRENEES",,"09200 EYCHEIL",09200,09119,Eycheil,,,0561666503,,0561960045,,,,1090782236,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F090782277,"SSIAD DE PAMIERS",,,"MAISON DU SERVICE PUBLIC",5,,R,Rue,"DE LA MATERNITE",,"09100 PAMIERS",09100,09225,Pamiers,,,0534013785,,0534013789,,,,1090782277,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782285,"EHPAD DE LEZAT",,,,,,,,,"LE BIAC","09210 LEZAT SUR LEZE",09210,09167,Lézat-sur-Lèze,,,0561691112,,0561692334,,,,1090782285,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782293,"LF LA BASTIDE/L'HERS """"LES PAVILLONS""""",,,"ASSOCIATION LAUSADA",,,,,VILLAGE,,"09600 LA BASTIDE SUR L HERS",09600,09043,"La Bastide-sur-L'Hers",,,0561014396,,0561031379,,,,1090782293,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782327,"EANM LE SABARTHES",,,,,,,,,,"09120 MONTEGUT PLANTAUREL",09120,09202,Montégut-Plantaurel,,,0561053939,,0561050361,,,,1090782327,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F090782343,"RESIDENCE JULES ROUSSE",,,,,,,,"LAFRAU HAUT",,"09400 TARASCON SUR ARIEGE",09400,09306,Tarascon-sur-Ariège,,,0561050858,,0561057907,,,,1090782343,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782350,"CTRE CURE THERMALE AULUS LES BAINS",,,,,,,,,,"09140 AULUS LES BAINS",09140,09029,Aulus-les-Bains,,,,,,,,,1090782350,CNOMK/CNOMK/ARS,SA30,"Autre établissement Sanitaire",,,FON-18,Assistant,GENR01,"Activité standard de soin ou de pharmacien",
F090782392,"SSIAD LE FOSSAT  LE MAS D'AZIL",,,"ASSOCIATION MICHELINE GOYHENECHE",,,ALL,Allee,"DE MARVEILLE",,"09350 LES BORDES SUR ARIZE",09350,09061,"Les Bordes-sur-Arize",,,0561699494,,0561697063,,,,1090782392,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782566,"SAAD ARIEGE SERVICE",,,,20,,R,Rue,"DU LT PAUL DELPECH",,"09000 FOIX",09000,09122,Foix,,,0561028200,,0561651168,,,,1090782566,//ARS,SA41,"Autre secteur d'activité",,,333,"Responsable de secteur",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F090782616,"EHPAD DE LA BASTIDE DE SEROU",,,,,,,,,"LIEU DIT SAINT ROCH","09240 LA BASTIDE DE SEROU",09240,09042,"La Bastide-de-Sérou",,,0561645188,,,,,,1090782616,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782624,"EHPAD RESIDENCE PAUL ANE",,,,16,,,,"QUARTIER PAUL ANE",,"09140 SEIX",09140,09285,Seix,,,0561668535,,0561965760,,,,1090782624,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782707,"EHPAD CH SAINT LOUIS",,,,,,PL,Place,"DU BREILH",,"09110 AX LES THERMES",09110,09032,Ax-les-Thermes,,,0561022402,,0561643725,,,,1090782707,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782715,"SSIAD DE SAINT GIRONS",,,,8,,ALL,Allee,"DES TILLEULS",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,0561663440,,0561048177,,,,1090782715,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782756,"CPEF FOIX",,,,9,,R,Rue,"DU LIEUTENANT PAUL DELPECH",,"09000 FOIX",09000,09122,Foix,,,0561050610,,,,,,1090782756,//ARS,SA15,"P.M.I Planification familiale",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782806,"EHPAD LA MADRAGUE",,,,25,,,,"LOTISSEMENT PLEYCHE",,"09130 LE FOSSAT",09130,09124,"Le Fossat",,,0561689898,,0561687579,,,,1090782806,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090782970,"RES COUSERANS PYRENEES SAINT-LIZIER",,,,1,,R,Rue,"HECTOR D'OSSUN",,"09190 ST LIZIER",09190,09268,Saint-Lizier,,,0561962900,,0561962928,,,,1090782970,//ARS,SA17,"Etab. Personnes Agées",,,312,"Autre professionnel",GENR09,"Administratif ou orga accompagnt social/médico-soc",
F090783101,"FOYER PYRENE",,,"LE PITARLET",,,RTE,Route,"NATIONALE 117",,"09160 PRAT BONREPAUX",09160,09235,Prat-Bonrepaux,,,0561961965,,,,,,1090783101,//ARS,SA20,"Etab. Protection Enfance",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090783259,"EHPAD GASTON DE FOIX",,,,,,FG,Faubourg,"CARDINAL D'ESTE",,"09270 MAZERES",09270,09185,Mazères,,,0561693880,,0561694906,,,,1090783259,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090783267,"CENTRE D'ACTION EDUCATIVE FOIX",,,,7,,AV,Avenue,"DE LERIDA",,"09000 FOIX",09000,09122,Foix,,,0561653103,,,,,,1090783267,//ARS,SA20,"Etab. Protection Enfance",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090783283,"EHPAD DE CASTILLON",,,,38,B,AV,Avenue,"NOEL PEYREVIDAL",,"09800 CASTILLON EN COUSERANS",09800,09085,Castillon-en-Couserans,,,0561967534,,0561048120,,,,1090783283,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090783341,"EHPAD DE  PRAT BONREPAUX",,,,,,RTE,Route,NATIONALE,,"09160 PRAT BONREPAUX",09160,09235,Prat-Bonrepaux,,,0561966660,,0561047968,,,,1090783341,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090783374,"SSIAD DE CASTILLON",,,"ASSOCIATION ARIEGE ASSISTANCE",61,,BD,Boulevard,PEYREVIDAL,,"09800 CASTILLON EN COUSERANS",09800,09085,Castillon-en-Couserans,,,0561961491,,0561048120,,,,1090783374,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090783473,"CMP PAMIERS CHAC",,,,4,,CHE,Chemin,"DE CAILLOUP",,"09100 PAMIERS",09100,09225,Pamiers,,,0561962860,,,,,,1090783473,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090783481,"EAM DU CARLA BAYLE",,,,,,,,,"LA PEYRAT","09130 CARLA BAYLE",09130,09079,Carla-Bayle,,,0561690200,,0561685632,,,,1090783481,//ARS,SA16,"Etab. pour Handicapés",,,333,"Responsable de secteur",GENR09,"Administratif ou orga accompagnt social/médico-soc",
F090783531,"SESSAD DE PAMIERS",,,,48,,AV,Avenue,"DE LA RIJOLE",,"09100 PAMIERS",09100,09225,Pamiers,,,0582210100,,,,,,1090783531,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090783820,"MECS CISELL",,,"IMMEUBLE DE L'EUROPE",,,PL,Place,"MARECHAL DE LATTRE DE TASSI",,"09300 LAVELANET",09300,09160,Lavelanet,,,0561010301,,0561015830,,,,1090783820,//ARS,SA20,"Etab. Protection Enfance",,,312,"Autre professionnel",GENR09,"Administratif ou orga accompagnt social/médico-soc",
F090783846,"EHPAD RESIDENCE LA VALLEE DU VOLP",,,"RES DE LA VALLEE DU VOLP",,,RTE,Route,"DE CAZERES",,"09230 STE CROIX VOLVESTRE",09230,09257,Sainte-Croix-Volvestre,,,0561962200,,0561962248,,,,1090783846,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090783952,"SSIAD CH LAVELANET",,,"ESPACE LIBERTE",,,,,"PRAIRIE DE MADAME",,"09300 LAVELANET",09300,09160,Lavelanet,,,0561010561,,0561014165,,,,1090783952,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784091,"EAM DE GUILHOT",,,,5,,RTE,Route,"DE GUILHOT",,"09100 BENAGUES",09100,09050,Benagues,,,0561679811,,0561679822,,,,1090784091,CNOM/CNOM/ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784109,"CAMSP DE PAMIERS",,,,,,R,Rue,"DE LA MATERNITE",,"09100 PAMIERS",09100,09225,Pamiers,,,0561600490,,,,,,1090784109,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784166,"CENTRE DE SANTE DENTAIRE DE FOIX",,,"ENTREE GAUCHE",,,RTE,Route,D'ESPAGNE,"PEYSALLES D'EN HAUT","09000 FOIX",09000,09122,Foix,,,0534093446,,,,,,1090784166,//ARS,SA05,"Centres de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784174,"ESAT VIE PROFESSIONNELLE SITE COUSERAN",,,,5,,CHE,Chemin,"DE LA PLAINE","LA PLAINE","09160 MERCENAC",09160,09187,Mercenac,,,0561966989,,,,,,1090784174,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F090784265,"FOYER HEBERGEMENT HANDICAPES ST GIRONS",,,,39,,AV,Avenue,"HENRI BERNERE",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,0561048595,,0561049015,,,,1090784265,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F090784349,"SERVICE DEPARTEMENTAL DE PMI FOIX",,,"A.D.S. HOTEL DU DEPARTEMENT",,,,,,,"09001 FOIX CEDEX",09001,09122,Foix,,,0561020909,,,,,,1090784349,//ARS,SA15,"P.M.I Planification familiale",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784356,"ITEP DE LA VERGNIERE",,,L'HERM,,,CHT,Chateau,"DE LA VERGNIERE","CS 80166","09004 FOIX CEDEX",09004,09122,Foix,,,0534098404,,0561026442,,,,1090784356,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784372,"ITEP APAJH09",,,,,,R,Rue,"PIERRE BROSSOLETTE",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,0561661818,,0561049471,,,,1090784372,//ARS,SA16,"Etab. pour Handicapés",,,333,"Responsable de secteur",GENR09,"Administratif ou orga accompagnt social/médico-soc",
F090784471,"SSIAD DE LA BASTIDE DE SEROU",,,"LOGEMENT-FOYER GUSTAVE PEDOYA",,,,,,,"09240 LA BASTIDE DE SEROU",09240,09042,"La Bastide-de-Sérou",,,0561645188,,0561645188,,,,1090784471,//ARS,SA41,"Autre secteur d'activité",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784521,"CMP ADULTES LAVELANET CHAC",,,,14,,R,Rue,"DES HIRONDELLES",,"09300 LAVELANET",09300,09160,Lavelanet,,,0581091430,,0561644898,,,,1090784521,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784554,"HJ PSY GEN PAMIERS CH ARIEGE COUS",,,,1,,CHE,Chemin,"DE CAILLOUP",,"09100 PAMIERS",09100,09225,Pamiers,,,0561606666,,,,,,1090784554,CNOM/CNOM/ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784570,"CMP ADULTE FOIX HAUTE ARIEGE CHAC",,,,18,B,ALL,Allee,"DE VILLOTE",,"09000 FOIX",09000,09122,Foix,,,0581091420,,0534145802,,,,1090784570,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784596,"CMP DU COUSERANS PIJ CHAC",,,,,,R,Rue,REGAGNON,,"09200 ST GIRONS",09200,09261,Saint-Girons,,,0561962168,,,,,,1090784596,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F090784638,"CATTP ORRY PIJ ST GIRONS CHAC",,,,3,,AV,Avenue,"PAUL LAFFONT",,"09200 ST GIRONS",09200,09261,Saint-Girons,,,,,,,,,1090784638,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000025,"CMPP DE TROYES",,,,20,,R,Rue,COULOMMIERES,,"10000 TROYES",10000,10387,Troyes,,,0325734322,,0325738885,,,,1100000025,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000082,"CLINIQUE DU PAYS DE SEINE",,,,83,,AV,Avenue,"JEAN JAURES",,"10100 ROMILLY SUR SEINE",10100,10323,Romilly-sur-Seine,,,0325395503,,0325395556,,,,1100000082,//ARS,SA04,"Etab. Privé Non PSPH",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000090,"CENTRE HOSPITALIER DE TROYES",,,,101,,AV,Avenue,"ANATOLE FRANCE",,"10003 TROYES CEDEX",10003,10387,Troyes,,,0325494949,,,,,,1100000090,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000108,EPSMA,,,,3,,AV,Avenue,BAUFFREMONT,,"10500 BRIENNE LE CHATEAU",10500,10064,Brienne-le-Château,,,0325923636,,0325926140,,,,1100000108,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000116,"CENTRE HOSPITALIER DE BAR SUR AUBE",,,,2,,R,Rue,"GASTON CHEQ",,"10200 BAR SUR AUBE",10200,10033,Bar-sur-Aube,,,0325270997,,0325925416,,,,1100000116,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000124,"POLYCLINIQUE  MONTIER LA CELLE",,,,17,,R,Rue,BALTET,,"10120 ST ANDRE LES VERGERS",10120,10333,Saint-André-les-Vergers,,,0325759466,,0325759515,,,,1100000124,//ARS,SA04,"Etab. Privé Non PSPH",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000140,"CH DE PROXIMITE CHRISTIAN BRAUN",,,"DOMAINE DE FONTARCE",6,,R,Rue,"DU STADE",,"10110 BAR SUR SEINE",10110,10034,Bar-sur-Seine,,,0325383838,,,,,,1100000140,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000165,"INSTITUT D'EDUC MOTRICE DE CHANTELOUP",,,,11,,R,Rue,"DE CHANTELOUP",,"10300 STE SAVINE",10300,10362,Sainte-Savine,,,0325712484,,0325498134,,,,1100000165,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000173,"IME GAI SOLEIL",,,,25,,AV,Avenue,"MARTYRS DE LA RÉSISTANCE",,"10000 TROYES",10000,10387,Troyes,,,0325704455,,0325721065,,,,1100000173,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR12,"Encadrement et orga accompagnt social/médico-soc",
F100000199,"CENTRE HOSPITALIER DE ROMILLY/SEINE",,,,,,AV,Avenue,"PAUL V COUTURIER",,"10105 ROMILLY SUR SEINE CEDEX",10105,10323,Romilly-sur-Seine,,,0325219600,,0325219626,,,,1100000199,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000207,"IME VERGER FLEURI",,,,21,,R,Rue,"ACHILLE FLAUBERT",,"10510 MAIZIERES LA GRANDE PAROIS",10510,10220,Maizières-la-Grande-Paroisse,,,0325247226,,0325244272,,,,1100000207,//ARS,SA16,"Etab. pour Handicapés",,,323,"Aide médico-psychologique",GENR10,"Accompagnt social/médico-soc vie sociale, pro, édu",
F100000215,"I.M.E. DE MONTCEAUX-LES-VAUDES",,,,38,,R,Rue,"DU VILLAGE",,"10260 MONTCEAUX LES VAUDES",10260,10246,Montceaux-lès-Vaudes,,,0325409282,,0325405061,,,,1100000215,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000223,"IMPRO L'ACCUEIL",,,,8,,R,Rue,"DES FOSSES",,"10190 MESNIL ST LOUP",10190,10237,Mesnil-Saint-Loup,,,0325404264,,0325405667,,,,1100000223,//ARS,SA16,"Etab. pour Handicapés",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000249,"EHPAD LA BELLE VERRIÈRE",,,,18,,R,Rue,"DE LA TUILERIE",,"10310 BAYEL",10310,10035,Bayel,,,0325920237,,0325926192,,,,1100000249,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000272,"CENTRE DE SANTE CHAPELAIN",,,,90,,R,Rue,"GÉNÉRAL SARRAIL",,"10600 LA CHAPELLE ST LUC",10600,10081,"La Chapelle-Saint-Luc",,,0325717063,,,,,,1100000272,//ARS,SA05,"Centres de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000306,"EHPAD ASIMAT MON REPOS",,,,30,,R,Rue,"CHARLES DELAUNAY",,"10000 TROYES",10000,10387,Troyes,,,0325731948,,0325732689,,,,1100000306,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000348,"EHPAD ST VINCENT DE PAUL",,,,3,,R,Rue,"DE LA TOUR",,"10000 TROYES",10000,10387,Troyes,,,0325809400,,0325812777,,,,1100000348,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000389,"EHPAD LA PROVIDENCE",,,,17,,R,Rue,"DES TERRASSES",,"10000 TROYES",10000,10387,Troyes,,,0325761515,,0325438970,,,,1100000389,//ARS,SA17,"Etab. Personnes Agées",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000488,"CENTRE SANTE DENTAIRE DE LA CPAM AUBE",,,,56,,BD,Boulevard,"DU 14 JUILLET",,"10000 TROYES",10000,10387,Troyes,,,0351598030,,0325736304,,,,1100000488,//ARS,SA05,"Centres de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100000801,"HOPITAL LOCAL DE NOGENT-SUR-SEINE",,,,5,,PL,Place,"ARISTIDE BRIAND",,"10400 NOGENT SUR SEINE",10400,10268,Nogent-sur-Seine,,,0325398708,,0325391459,,,,1100000801,//ARS,SA01,"Etablissement Public de santé",,,FON-33,"Salarié en poste fixe",GENR01,"Activité standard de soin ou de pharmacien",
F100001056,"ESAT """"LE TERTRE""""",,,,4,,R,Rue,"DES MÉSANGES",,"10410 ST PARRES AUX TERTRES",10410,10357,Saint-Parres-aux-Tertres,,,0325725570,,0325725590,,,,1100001056,//ARS,SA16,"Etab. pour Handicapés",,,326,"Educateur spécialisé",GENR10,"Accompagnt social/médico-soc vie sociale, pro, édu",
F100001064,"SERVICE DE PREV SPECIALISEE AASEAA",,,,,,DOM,Domaine,"DE L'ESSOR",,"10430 ROSIERES PRES TROYES",10430,10325,Rosières-près-Troyes,,,0325461639,,,,,,1100001064,//ARS,SA20,"Etab. Protection Enfance",,,326,"Educateur spécialisé",GENR10,"Accompagnt social/médico-soc vie sociale, pro, édu",
F100001072,"FOYER D'ACCUEIL MEDICALISE """"L'ADRET""""",,,,30,,R,Rue,"ANNIE ET PIERRE MICAUX",,"10140 VENDEUVRE SUR BARSE",10140,10401,Vendeuvre-sur-Barse,,,0325438790,,0325438799,,,,1100001072,//ARS,SA16,"Etab. pour Handicapés",,,312,"Autre professionnel",GENR08,"Activité de coordination et d'orientation",
